ID,jobDetails,jobTitle,url
1308,"RESPONSIBILITIES:Kforce has a mission driven technology client that is seeking a hands-on Software Engineering Lead, Startup in Boston, Massachusetts (MA). Equity available with the offer.

This role is currently 100% remote and will switch back to office environment when COVID-19 ramps down.

Responsibilities:



 Will personally design and develop software along with the team
 Will architect next product deliverables
 Will be the front-line management of the Engineering function at this fast-growing startup
 Drive the development of products
 Manage and grow a team of software developers
 Identify and implement best practices for engineering
 Communicate priorities to stakeholders


The tech stack is:



 React front end
 Redux
 MySQL Database
 Data warehouse
 CI/CD
 Ruby on Rails for APIs
 AWS
 Containers with Docker, Kubernetes

REQUIREMENTS:


 7+ years of relevant technical experience
 3+ years of experience managing teams
 currently writing code
 Competent with modern front-end toolkits
 Experience with product roadmap development
 Experience with AWS
 Familiar with Kubernetes


Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.","Software Engineering Lead, Startup","https://www.glassdoor.com/job-listing/software-engineering-lead-startup-kforce-JV_IC1154532_KO0,33_KE34,40.htm?jl=3539637117"
1309,"Job Description

Grocery Clerk or Bagger



The Grocery Clerk is responsible for assisting and servicing customers in the Grocery department. He/she must have excellent customer service skills, as they may work one on one with customers in the store. He/she is responsible for following the customer satisfaction behaviors, to include being friendly, responsive, knowledgeable and passionate. He/she stocks and replenishes the Grocery shelves, Health & Beauty Care, Dairy and Frozen Foods cases and other miscellaneous areas. This includes the use of wheeled carts and/or pallet jacks to transport product from the backroom and cooler/freezer areas to the sales floor.
The Bagger / Packer is responsible for bagging groceries into either paper or plastic bags. He/she is responsible for following the customer satisfaction behaviors, to include being friendly, responsive, knowledgeable and passionate. He/she must have excellent customer service skills, as they are usually the last associate that a customer would see during their shopping trip.


Why Kelly®?As a worker today, its up to you to take charge of your career and look for opportunities to learn, grow, and achieve your potential. Helping you find whats next is what were all about. We know whats going on in the evolving world of workjust ask the 440,000 people we employ each year. Connecting with us means getting the support, guidance, and opportunities needed to take your career where you may have never imagined.About Kelly®At Kelly, were always thinking about whats next and advising job seekers on new ways of working to reach their full potential. In fact, were a leading advocate for temporary/nontraditional workstyles, because we believe they allow flexibility and tremendous growth opportunities that enable a better way to work and live. Connecting great people with great companies is what we do best, and our employment opportunities span a wide variety of workstyles, skill levels, and industries around the world.

Kelly is an equal opportunity employer committed to employing a diverse workforce, including, but not limited to, minorities, females, individuals with disabilities, protected veterans, sexual orientation, gender identity. Equal Employment Opportunity is The Law.]]",Grocery Clerk or Bagger,"https://www.glassdoor.com/job-listing/grocery-clerk-or-bagger-kelly-JV_IC1154529_KO0,23_KE24,29.htm?jl=3539515195"
1310,"Temp-To-Hire positions for First Responders, EMTs and MEDICS

Boston!

Due to the recent COVID-19 health crisis On-Site Health & Safety is hiring for TEMPORARY First Responder, EMT and PARAMEDIC positions.

Our communities need help. Now more than ever we are looking for first responders with all levels of experience to serve our communities and ensure that their workplaces are safe during this critical time.

Join Our Team

On-Site Health & Safety is an established 24-year company and a 24-hour provider of essential health and safety services. On-Site Field Technicians are dispatched to work sites to provide necessary services requested by our clients.

Minimum Requirements:


Must be 18 years or older

Must have reliable transportation

Must past drug screen

Pay:


Part-Time/ Full-Time Positions

Starting Pay: $15-$20/hour

Applicants must meet the minimum requirements above to apply. Individuals who receive an offer of employment from OSHS will be required to undergo drug screening and a criminal background check. OSHS offers of employment are contingent upon the successful outcome of a pre-employment background check and drug screen",Boston Needs You / First Responders EMTs and Medics Immediate Openings in the greater Boston,"https://www.glassdoor.com/job-listing/boston-needs-you-first-responders-emts-and-medics-immediate-openings-in-the-greater-boston-on-site-health-safety-JV_IC1154532_KO0,90_KE91,112.htm?jl=3539504736"
1311,"Title

Patient Experience Representative (Boston/Waltham Urology)

25-Mar-2020

Department

Urology

AutoReqId

54694BR

Status

Full-Time

Standard Hours per Week

40

Job Posting Description

At Boston Children’s Hospital, success is measured in patients treated, parents comforted and teams taught. It’s in discoveries made, processes perfected, and technology advanced. In major medical breakthroughs and small acts of kindness. And in colleagues who have your back and patients who have your heart. As a teaching hospital of Harvard Medical School, our reach is global and our impact is profound. Join our acclaimed Urology Department and discover how your talents can change lives. Yours included.

This Patient Experience Representative will be responsible for:


Scheduling multiple specialty appointments and testing for weekly clinics.Possibly assisting with billing issues related to referral authorizations and insurance.Providing positive and effective customer service that supports departmental and hospital operations.Scheduling patient encounters and procedures to coordinate within and across providers, departments, and institutions.Collaborating and communicating with referring providers and practices to facilitate management of complex patient issues. Greeting and directing patients, families and visitors.Monitoring daily schedule and patient flow to optimize resource utilization and patient experience. Communicating with clinicians and/or supervisor and routing patients/visitors to maintain efficient patient/visitor flow.Verifying, recording and processing patient demographics, insurance/payment and referral information for patient encounters. Collecting all necessary clinical documentation and information.Answering, screening and routing telephone calls. Recording and forwarding messages and triage calls for urgent information or services. Responding to requests for routine information or assistance within scope of knowledge and authority. Initiating call for emergency services as required.


To qualify, you must have:


A high school level of educational development and one to two years of previous experience such as customer service, administrative, or experience in a health care setting.The ability to communicate effectively both orally and in writing and provide empathy in difficult interpersonal situations.The ability to work with diverse internal and external constituencies and the desire to work with a challenging patient population with multiple needs.


**This position will float between Boston and Waltham**

Boston Children’s Hospital offers competitive compensation and unmatched benefits, including a flexible schedule, affordable health, vision and dental insurance, generous levels of time off, 403(b) Retirement Savings plan, Pension, Tuition Reimbursement and discounted rates on T-passes (50% off). Discover your best.

Boston Children’s Hospital is an Equal Opportunity / Affirmative Action Employer. Qualified applicants will receive consideration for employment without regard to their race, color, religion, national origin, sex, sexual orientation, gender identity, protected veteran status or disability.

Office/Site Location

Boston

Regular, Temporary, Per Diem

Regular

Boston Children's Hospital",Patient Experience Representative (Boston/Waltham Urology),"https://www.glassdoor.com/job-listing/patient-experience-representative-boston-waltham-urology-boston-children-s-hospital-JV_IC1154532_KO0,56_KE57,83.htm?jl=3539313674"
1312,"Job Description

KELLY SERVICES IS HIRING FOR MULTIPLE GROCERY CLERKS AND BAGGERS FOR A GROCERY STORE IN THE WEST ROXBURY, MA AREA!!



Multiple shifts and hours to choose from
No experience necessary
$15 an hour for both positions


APPLY IMMEDIATELY:

5116@kellyservices.com

(814) 838-1146 ext. 202

Why Kelly®?As a worker today, its up to you to take charge of your career and look for opportunities to learn, grow, and achieve your potential. Helping you find whats next is what were all about. We know whats going on in the evolving world of workjust ask the 440,000 people we employ each year. Connecting with us means getting the support, guidance, and opportunities needed to take your career where you may have never imagined.About Kelly®At Kelly, were always thinking about whats next and advising job seekers on new ways of working to reach their full potential. In fact, were a leading advocate for temporary/nontraditional workstyles, because we believe they allow flexibility and tremendous growth opportunities that enable a better way to work and live. Connecting great people with great companies is what we do best, and our employment opportunities span a wide variety of workstyles, skill levels, and industries around the world.

Kelly is an equal opportunity employer committed to employing a diverse workforce, including, but not limited to, minorities, females, individuals with disabilities, protected veterans, sexual orientation, gender identity. Equal Employment Opportunity is The Law.]]",Grocery Clerks/Baggers,"https://www.glassdoor.com/job-listing/grocery-clerks-baggers-kelly-services-JV_IC1154717_KO0,22_KE23,37.htm?jl=3539306396"
1313,"Job Description

Immediate opening for a Key Cutter/Technician with a leading client in Natick, MA.

In this position you will:



Duplicate keys for customers at a kiosk in a respected home improvement store
Operate key cutting machine
Provide excellent customer service


This is a long term temporary opportunity.

The pay rate is $14.00/hour.

The hours are: Tuesday - Saturday 9am - 3pm.

Apply today for immediate consideration!

Why Kelly®?As a worker today, its up to you to take charge of your career and look for opportunities to learn, grow, and achieve your potential. Helping you find whats next is what were all about. We know whats going on in the evolving world of workjust ask the 440,000 people we employ each year. Connecting with us means getting the support, guidance, and opportunities needed to take your career where you may have never imagined.About Kelly®At Kelly, were always thinking about whats next and advising job seekers on new ways of working to reach their full potential. In fact, were a leading advocate for temporary/nontraditional workstyles, because we believe they allow flexibility and tremendous growth opportunities that enable a better way to work and live. Connecting great people with great companies is what we do best, and our employment opportunities span a wide variety of workstyles, skill levels, and industries around the world.

Kelly is an equal opportunity employer committed to employing a diverse workforce, including, but not limited to, minorities, females, individuals with disabilities, protected veterans, sexual orientation, gender identity. Equal Employment Opportunity is The Law.]]","Retail, Natick, MA - 1st shift","https://www.glassdoor.com/job-listing/retail-natick-ma-1st-shift-kelly-services-JV_IC1154630_KO0,26_KE27,41.htm?jl=3539305674"
1314,"Job Description

Immediate opening for a Key Cutter/Technician with a leading client in Dorchester, MA.

In this position you will:



Duplicate keys for customers at a kiosk in a respected home improvement store
Operate key cutting machine
Provide excellent customer service


This is a long term temporary opportunity.

The pay rate is $14.00/hour.

The hours are: Tuesday - Saturday 9am - 3pm.

Apply today for immediate consideration!

Why Kelly®?As a worker today, its up to you to take charge of your career and look for opportunities to learn, grow, and achieve your potential. Helping you find whats next is what were all about. We know whats going on in the evolving world of workjust ask the 440,000 people we employ each year. Connecting with us means getting the support, guidance, and opportunities needed to take your career where you may have never imagined.About Kelly®At Kelly, were always thinking about whats next and advising job seekers on new ways of working to reach their full potential. In fact, were a leading advocate for temporary/nontraditional workstyles, because we believe they allow flexibility and tremendous growth opportunities that enable a better way to work and live. Connecting great people with great companies is what we do best, and our employment opportunities span a wide variety of workstyles, skill levels, and industries around the world.

Kelly is an equal opportunity employer committed to employing a diverse workforce, including, but not limited to, minorities, females, individuals with disabilities, protected veterans, sexual orientation, gender identity. Equal Employment Opportunity is The Law.]]","Retail, Dorchester, MA - 1st shift","https://www.glassdoor.com/job-listing/retail-dorchester-ma-1st-shift-kelly-services-JV_IC1166513_KO0,30_KE31,45.htm?jl=3539305615"
1315,"Job Description

Immediate opening for a Marketing Coordinator to cover for several maternity leaves. Work will initially be remote (work-from-home) due to COVID-19 until the Waltham office reopens.

The eCommerce Content & Merchandising Coordinator will support the eCommerce content and site merchandising area with primary responsibility for execution of onsite content, promotions, retention and acquisition marketing campaigns.

PRIMARY DUTIES



Coordinate cross-functionally with a variety of teams to implement accurate and timely marketing campaigns, promotions, and site content.
Build acquisition marketing campaigns in the Facebook campaign manager.
Test promotions, site enhancements, marketing campaigns and any other new functionality. Frequently QA site for irregularities and work to resolve.
Log any JIRA tickets to support execution of site content, promotions, emails, and back end support requests.
Partner with content lead on the email calendar management & general day-to-day project management.
Partner with content & merchandising lead on creative brief requests.
Maintain various reports as needed. Data entry as needed.




Requirements



Marketing or merchandising experience.
Strong computer proficiency in Microsoft Office.
Basic knowledge of social media platforms & search engine optimization (SEO).
Effective time management & project management skills.
Working knowledge of eCommerce systems such as JIRA, Demandware, PIM, Trello and Business Intelligence tools.
Pro-active, self-starter with an ability to identify issues and areas of opportunity.
Able to multi-task in a fast-paced environment while maintaining attention to detail.
Ability to communicate effectively, both verbally and in writing.
Comfortable collaborating with multiple teams.




Highlights

As a Kelly Services employee, you'll receive great perks, including:



Holiday Pay plan
Annual Service Bonus plan
Kelly-sponsored Affordable Care Act health care coverage for eligible employees
Supplemental group medical, prescription, vision, dental, life, and short-term disability insurance options that are available for purchase - and the coverage is portable*
Weekly electronic pay options
Free online skills training
Exclusive online employee community
Employee Assistance Program (EAP) available at no cost
Corporate discounts
Transportation spending accounts
Supplemental insurance is offered and administered by Leslie & Associates. These plans are not sponsored by Kelly Services.


Why Kelly®?As a worker today, its up to you to take charge of your career and look for opportunities to learn, grow, and achieve your potential. Helping you find whats next is what were all about. We know whats going on in the evolving world of workjust ask the 440,000 people we employ each year. Connecting with us means getting the support, guidance, and opportunities needed to take your career where you may have never imagined.About Kelly®At Kelly, were always thinking about whats next and advising job seekers on new ways of working to reach their full potential. In fact, were a leading advocate for temporary/nontraditional workstyles, because we believe they allow flexibility and tremendous growth opportunities that enable a better way to work and live. Connecting great people with great companies is what we do best, and our employment opportunities span a wide variety of workstyles, skill levels, and industries around the world.

Kelly is an equal opportunity employer committed to employing a diverse workforce, including, but not limited to, minorities, females, individuals with disabilities, protected veterans, sexual orientation, gender identity. Equal Employment Opportunity is The Law.]]",Marketing Coordinator,"https://www.glassdoor.com/job-listing/marketing-coordinator-kelly-services-JV_IC1154703_KO0,21_KE22,36.htm?jl=3539304754"
1316,"Kelly Services is seeking an Regulatory Specialist for our well-known client in the Biotechnology industry in Weston MA. The ideal candidate will have a Bachelor’s Degree with experienced with regulatory compliance in medical devices. This is a 6-month contract role with a possibility of extension.

Title: Regulatory Specialist

Location: Weston MA

Duration: 6 months 




	Looking for someone who is experienced with regulatory and medical devices

Someone who has a knowledge of MDD and MDR certifications.

Candidate will be responsible for Planning & executing

Some one with a good experience of labeling & looking over the group.

Looking for someone who has work experience of global regulations & highly skilled in project management.

Also the candidate must have excellent communication skills

He will be responsible for escalating issues.

Why Kelly?

As a Kelly employee, you’ll have access to premier perks, including:



	Kelly-sponsored Affordable Care Act health care coverage available to eligible employees

Group insurance options

Service bonus plan

Holiday pay plan

Weekly electronic pay options

Online training campus that provides more than 3,000 free courses to help improve and develop skills

Outstanding online employee community Corporate discounts




	Transportation Spending Accounts

Offered and coordinated by Leslie & Associates. These plans are not sponsored by Kelly Services.


Why Kelly®?As a worker today, its up to you to take charge of your career and look for opportunities to learn, grow, and achieve your potential. Helping you find whats next is what were all about. We know whats going on in the evolving world of workjust ask the nearly 500,000 people we employ each year. Connecting with us means getting the support, guidance, and opportunities needed to take your career where you may have never imagined.About Kelly®At Kelly, were always thinking about whats next and advising job seekers on new ways of working to reach their full potential. In fact, were a leading advocate for temporary/nontraditional workstyles, because we believe they allow flexibility and tremendous growth opportunities that enable a better way to work and live. Connecting great people with great companies is what we do best, and our employment opportunities span a wide variety of workstyles, skill levels, and industries around the world.

Kelly is an equal opportunity employer committed to employing a diverse workforce, including, but not limited to, minorities, females, individuals with disabilities, protected veterans, sexual orientation, gender identity. Equal Employment Opportunity is The Law.

#KellyGTS]]",Regulatory Specialist,"https://www.glassdoor.com/job-listing/regulatory-specialist-kelly-services-JV_IC1154721_KO0,21_KE22,36.htm?jl=3539303947"
1317,"Since Boston is announcing prolonged school closure upon the outbreak of COVID-19, and as most childcare facilities follow suit, healthcare workers, first responders, and other emergency personnel have been left with no obvious solutions for childcare. The bottom line is that the continued functioning of the essential services of the United States demands a solution for the identified and urgent need for qualified and reliable childcare options.

We want our essential workers to execute their services in the exceptional ways that they do and will do, we must offer them the full knowledge that their children are in the care of loving and supportive adults able to meet their physical and developmental needs, and to provide them with the stability, calm, and serenity that it is the obligations of all adults to offer children in times of crisis.

Guidepost Montessori is stepping up with options during this time, and looking for passionate educators ready to support children's development during these uncertain times. We are activating our network of parents, teachers and contacts to create in-home care locations and pop-up locations near essential workers.Your RoleWe're looking for an enthusiastic, adaptable Emergency Childcare Workers who have a passion for working with children.

This position is a temporary role for the duration of the COVID-19 response. You would provide care for a small group of children while diligently following safety and sanitation requirements and recommendations by the CDC. The services would be at our existing Guidepost Montessori schools, in-home care locations, or at pop-up locations to provide emergency services.

This role is a great opportunity to support the essential workers that support the health, safety and welfare of the public. While most positions will end when childcare and schools are able to re-open, Guidepost is a growing network of schools that is willing to sponsor Montessori training for exceptional staff.About You



Experience working with children ages 0-6
Valid Background Check
Ability to work well with other adults
Growth mindset and problem-solving approach
Familiarity with the Montessori approach to education is preferred, but not required


About UsGuidepost Montessori is a community of trained educators who are driven by a deep desire to bring about widespread change in education today. To meet the needs of today's students and to bring about true progress in the world around us, we need an education model that fosters independence and develops competent, capable, action-oriented thinkers and change agents. To that end, we are committed to dramatically increasing the amount of high-fidelity, authentic Montessori programs, not only in the U.S., but around the globe!

If you love children and have been looking for the right opportunity to grow, join our community by applying below!",Emergency Childcare for Essential Workers,"https://www.glassdoor.com/job-listing/emergency-childcare-for-essential-workers-guidepost-at-home-JV_IC1154532_KO0,41_KE42,59.htm?jl=3539141370"
1318,"A brief update on Covid-19 (coronavirus)Simply Business is well prepared to deal with unprecedented events. We’re an agile business by nature – and our hiring and interview process is no exception. Due to the Covid-19 pandemic, some parts of our hiring process may take a little longer than usual. Please bear with us, and rest assured that we're happy to hear from you and receive your application.If it looks like you could be a good fit for the role, we’ll ask you to interview on Zoom – you’ll need WiFi and a laptop, or a 4G-enabled smartphone. If you don’t have access to either of these, or you need support with your application, get in touch with us at careers@simplybusiness.co.uk. Similarly, please email us if you’re not well, you’re self-isolating, or if you want to pause your application for a bit – we’ll be happy to keep you updated on future opportunities like the one below.Simply Business is more than our name. It's how we approach insurance: Make it clear. Make it simple. Make it affordable. By combining exceptional talent, technology, data, and knowledge, Simply Business is the go-to online insurance brokerage that protects small businesses and the entrepreneurs who work hard to build them. We want team members who have the drive to challenge boundaries. If you’re smart and passionate about delivering brilliant customer experiences, we’d love to hear from you.We need a Senior Software Engineer to join us in Boston.This role will develop customer focused products in a culture which champions Agile, cross functional teams and continuous collaboration.Key Responsibilities:Being hands-on in developing our products using best practices, appropriate tools and technologiesWorking with cross functional collaborative teams, helping to clarify requirements at the onset of projects and suggesting different and relevant technical approachesChampioning Agile processes across the teamHighlighting areas for continuous improvement and driving their prioritizationMentoring junior members of the team where neededBeing proactive in suggesting new tools, technologies and ways of workingWhat We Are Looking For:Strong programming skills in any language. We look for strong Engineers and our philosophy is that a strong Engineer is not defined by the technologies they use; therefore Ruby experience is not essential. You’ll just need to be happy to cross-over to Ruby if you join us – and we will support you with thatStrong desire to work collaboratively with business teams. We do not divide ‘business’ and tech’ teams, we see both as one team as we are all working towards one shared goalStrong interpersonal skills to work well in our very open and friendly environmentPro-active in suggesting new tools, processes and technologies – anything which will help us continually improve!The ability to communicate technical concepts to non technical members of the teamAbility to own small sub projects from ideation to deliver into our customers hands.Our Tech Stack:Ruby/Ruby on RailsScalaMongoDBSparkRedshiftKafkaPuppetAWSDockerHTML, CSS, JavaScriptReactWhat are the benefits?Here are some of the great benefits and perks that come from being a Simply Business employee:• A salary that reflects your experience, our pay policy, and the market we’re in from your first day• Group plan for medical, dental, and prescription drug coverage• Short term disability, long term disability, and life insurance coverage• Participation in the Company’s bonus program• Participation in 401(k) plan with a 3% employer match• Commuter benefits to help cut down on commuting costs• 25 days of vacation time plus 10 company holidays• Flexible working hours and working from home• Annual company trip, regular outings, and volunteer opportunities • An awesome WeWork office with cold brew coffee and other beverages on tap, local pop-up events, and more As a company, we pride ourselves on inclusion in the workplace. Simply Business is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees.Want more info on working at Simply Business? Check out our careers page: https://www.simplybusiness.com/careers/",Senior Software Engineer,"https://www.glassdoor.com/job-listing/senior-software-engineer-simply-business-JV_IC1154532_KO0,24_KE25,40.htm?jl=3539106513"
1319,"We are welcoming sales agents with experience in merchant services that want to double and triple their residual profits with the newest, most profitable and compliant programs in card services.

We are currently getting geared up for a huge wave of sales coming in this industry as 70% of US merchants will be updating their payment processing equipment due to a common device that the manufacturer has announced to be “end of life”, meaning the device will no longer be supported. We also anticipate a huge boom once the current Corona-virus/COVID-19 issue is out of the picture.

We are looking for prospectors and closers who want a long term residual book that continues to pay you long after you have stopped working-

Most sales reps working with other companies are sick of being underpaid on their current residual book, we have been a home for these sales reps to bring their book of business over to since 2004. BPS will pay you better with upfront bonuses and help you close your sales. Our back end support that includes helping program equipment, deploy and helping your merchants after the sale is second to none-

Check us out online!

https://www.bpshq.com

https://drive.google.com/open?id=1YeS_crEgBqwJDvyENvyigsOHvlhHvSWo

https://www.bpshq.com/partners

Call us now to get the ball rolling (877) 623-2021 Just ask for Lee or Michael.

Our sales process is so simple and our merchant application is two pages- not to mention we offer free POS systems and Class A smart terminals -

Most of our sales agents have been with us for years as we have been in business for 15 years and we do not assign you to micro managers, you only work with the two top level executives with the company. Make a career with BPS and switch your current clients to a more profitable way of processing that will benefit them by decreasing their bill drastically.

IF YOU HAVE THE FOLLOWING QUALITIES, THIS IS THE OPPORTUNITY FOR YOU!

Extremely comfortable striking up a conversation with anyone

Excellent communication skills

Be able to creatively solve problems

Self-motivated

Ability to learn quickly

Ability to close in a short sales cycle environment

Strong desire to make money

Preferred:

1+ year Sales experience a plus

Merchant services and bankcard industry experience is required

Business Payment Services has been in business since 2004 and has become the home of many sales people of all different levels, all over the country. We pride ourselves on long term relationships with dedicated partners and all the experience, knowledge and integrity has made BPS a best choice in Merchant Services for the last 15 years.

Job Type: Commission

Salary: $42,000.00 to $220,000.00 /year

Experience:

Merchant Services: 1 year (Required)

Commission Only:

Yes

Additional Compensation:

CommissionBonusesOther forms

Work Location:

Fully RemoteOn the road

Benefits:

Flexible scheduleOther

Paid Training:

No

Management:

Ops Manager

This Job Is Ideal for Someone Who Is:

People-oriented -- enjoys interacting with people and working on group projectsAchievement-oriented -- enjoys taking on challenges, even if they might fail

This Company Describes Its Culture as:

Outcome-oriented -- results-focused with strong performance culture

Company's website:

www.bpshq.com

Work Remotely:

Yes",GeoCoordinates,"https://www.glassdoor.com/job-listing/territory-sales-representative-business-payment-services-JV_IC1154532_KO0,30_KE31,56.htm?jl=3538918366"
1320,"Grants Manager - Boston, MA

Our client, a higher education institution in Boston has a need for a Grants Admin with experience working with pre and post-award grants. This position sits within the School of Public Health and entails complex analysis in areas such as grant management, budgets, strategic plans, treasury/credit, and others. Ideal candidates will posses the following qualifications:

- 2+ years' combined experience in grant accounting and financial analysis

- Prior experience with grants financial management

- Experience with SAP software is strongly preferred, but other large ERP systems could be acceptable as well

Find Us on Facebook!!

Beacon Hill is an Equal Opportunity Employer that values the strength diversity brings to the workplace. Individuals with Disabilities and Protected Veterans are encouraged to apply.

Company Profile:

Founded by industry leaders to set a new standard in search, career placement and flexible staffing, we deliver coordinated staffing solutions with unparalleled service, a commitment to project completion and success and a passion for innovation, creativity and continuous improvement.

Our niche brands provide direct hire, executive search, temporary staffing, contract consulting and temp/contract-to-hire solutions to emerging growth companies and the Fortune 500 across market sectors, career specialties/disciplines and industries. Over time, office locations, specialty practice areas and service offerings will be added to address ever changing constituent needs.

Learn more about Beacon Hill Staffing Group and our specialty divisions, Beacon Hill Associates, Beacon Hill Financial, Beacon Hill HR, Beacon Hill Legal, Beacon Hill Pharma and Beacon Hill Technologies by visiting www.beaconhillstaffing.com.

We look forward to working with you.

Beacon Hill. Employing the Future",Grants Admin,"https://www.glassdoor.com/job-listing/grants-admin-beacon-hill-staffing-group-JV_IC1154532_KO0,12_KE13,39.htm?jl=3538910160"
1321,"ER RN - Boston, Massachusetts

Soliant Health

We are currently searching for 6 Emergency Room Travel Nurses to join our hospital for a 13-week assignment. These positions are open due to increases in census from COVID-19, and because of this we have raised our rates for travel nurses. We will have overtime available for nurses who are interested. We are looking for nurses with at least 1.5 years of experience in the Emergency Department, that can also read and interpret telemetry rhythm strips.

Information for You:


13-Week Contract
Level I Trauma Center
COVID-19 Assignment/Pay
Required: Read and Interpret Strips
Shift: 12 Hour Shifts/3-4 Days Per Week, Hours Discussed in Interview 

If you are interested in this job, call or text me and I will be sure to follow up with you within 24 hours.

For a faster response email an updated copy of your resume to Jared.Mushro@Soliant.com

Jared Mushro

Travel Nurse Recruiter

Soliant Health

Phone: (470) 315-2196",Emergency Room RN - Crisis/COVID-19 Rates,"https://www.glassdoor.com/job-listing/emergency-room-rn-crisis-covid-19-rates-soliant-health-JV_IC1154532_KO0,39_KE40,54.htm?jl=3538893603"
1322,"RESPONSIBILITIES:Kforce has a client that is seeking a Drupal/PHP Developer in Boston, MA. This role is currently 100% remote and may switch back to office environment when COVID-19 ramps down. 

Responsibilities:



 Developing and designing front end web architecture, ensuring the responsiveness of applications and working alongside graphic designers for web design features

 Serve as lead technical resource on web-based projects, responsible for planning and design of web applications and managing development lifecycle

 Collaborate with the rest of the development team to design and launch new features, maintain code integrity and organization

 Work with graphic designers to convert designs to visual elements and communicate with business stakeholders in an interactive and agile fashion

 Required to see out a project from conception to final product, requiring good organizational skills and attention to detail

REQUIREMENTS:


 Proficiency with fundamental front end languages such as HTML, CSS and JavaScript

 Proficiency with PHP

 Experience building upon a Drupal CMS

 Experience with Angular JS

 Familiarity with JavaScript frameworks

 Demonstrated communication skills; Ability to convey concepts in writing, verbally, and graphically

 Demonstrated organizational and project management skills, with proven experience in software development lifecycle including requirements collection, design, QA, implementation, and maintenance

 Ability to design and implement wireframes and design mockups into fully functional web components

 Demonstrated ability to self-manage time and resources

 Demonstrated experience in developing technical solutions both independently and in a team solving environment

 Experience with developing RESTful web apps and interfaces

 Familiarity with database technology, especially MySQL

 Development experience with SharePoint or other collaboration platforms

 Understanding of security, data protection and PCI compliance

 Working knowledge of Active Directory, permissions sets, group policy, and integrations

 AWS deployment experience desired

 Experience deploying applications on Acquia

 Experience building upon Tessitura CRM

 Mobile app development experience: Swift, Objective-C, Kotlin, Java

 Experience working with Made Media


Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.",Drupal / PHP Developer - Remote,"https://www.glassdoor.com/job-listing/drupal-php-developer-remote-kforce-JV_IC1154532_KO0,27_KE28,34.htm?jl=3538701250"
1323,"We are working with a privately-held pharmaceutical company whose lead program is in late stage preclinical studies. The attorney's key responsibilities will be to manage the patent portfolio, supervise outside counsel, manage IP contracts, assist with drafting applications, and work closely with the scientists and R&D.

The ideal candidate will have the following:

MS/PhD Chem or Biochem; JD required4 plus years of patent experienceRegistered to practice before the USPTOSmall molecule experienceSolid contract drafting and negotiation experienceExcellent analytical and communication skillsStrong organizational skills

Find Us on Facebook!

Follow BeaconHillLegal on Twitter!

Beacon Hill is an Equal Opportunity Employer that values the strength diversity brings to the workplace. Individuals with Disabilities and Protected Veterans are encouraged to apply.

Company Profile:

Founded by industry leaders to set a new standard in search, career placement and flexible staffing, we deliver coordinated staffing solutions with unparalleled service, a commitment to project completion and success and a passion for innovation, creativity and continuous improvement.

Our niche brands provide direct hire, executive search, temporary staffing, contract consulting and temp/contract-to-hire solutions to emerging growth companies and the Fortune 500 across market sectors, career specialties/disciplines and industries. Over time, office locations, specialty practice areas and service offerings will be added to address ever changing constituent needs.

Learn more about Beacon Hill Staffing Group and our specialty divisions, Beacon Hill Associates, Beacon Hill Financial, Beacon Hill HR, Beacon Hill Legal, Beacon Hill Pharma and Beacon Hill Technologies by visiting www.beaconhillstaffing.com.

We look forward to working with you.

Beacon Hill. Employing the Future (TM)",Intellectual Property Counsel,"https://www.glassdoor.com/job-listing/intellectual-property-counsel-beacon-hill-staffing-group-JV_IC1154532_KO0,29_KE30,56.htm?jl=3538664025"
