"companyDetails/@type","companyDetails/logo","companyDetails/name","companyDetails/sameAs","datePosted","employerName","employerRating","id","jobDetails","jobLocation/@type","jobLocation/address/@type","jobLocation/address/addressCountry/@type","jobLocation/address/addressCountry/name","jobLocation/address/addressLocality","jobLocation/address/addressRegion","jobLocation/address/postalCode","jobLocation/geo/@type","jobLocation/geo/latitude","jobLocation/geo/longitude","jobTitle","salary/@type","salary/currency","salary/value/@type","salary/value/maxValue","salary/value/minValue","salary/value/unitText","url"
"Organization","https://media.glassdoor.com/sqll/306241/beacon-hill-staffing-group-squarelogo-1571752962243.png","Beacon Hill Staffing Group","www.beaconhillstaffing.com","2020-04-07"," Beacon Hill Staffing Group","4.5","3548800143","Our client is a well-known and respected Boston-based hospital seeking a Temporary Patient Experience Representative. This is a long term temporary contract with a schedule from Monday-Friday 9-5. In this role, he/she will answer the front-desk phone, demonstrate excellent customer service, schedule appointments, manage cancellations, manage the online appointment queue, become familiar with medical terminology. The ideal candidate would possess a Bachelor's degree, at least 1 year of administrative experience in a healthcare setting, top-notch communication skills, and strong Microsoft Office Suite skills. This role pays up to 16/hour depending on candidate experience. Qualified candidates encouraged to apply.

Beacon Hill is an Equal Opportunity Employer that values the strength diversity brings to the workplace. Individuals with Disabilities and Protected Veterans are encouraged to apply.

Find Us on Facebook!

Follow Us on Twitter!

Company Profile:

Founded by industry leaders to set a new standard in search, career placement and flexible staffing, we deliver coordinated staffing solutions with unparalleled service, a commitment to project completion and success and a passion for innovation, creativity and continuous improvement.

Our niche brands provide direct hire, executive search, temporary staffing, contract consulting and temp/contract-to-hire solutions to emerging growth companies and the Fortune 500 across market sectors, career specialties/disciplines and industries. Over time, office locations, specialty practice areas and service offerings will be added to address ever changing constituent needs.

Learn more about Beacon Hill Staffing Group and our specialty divisions, Beacon Hill Associates, Beacon Hill Financial, Beacon Hill HR, Beacon Hill Legal, Beacon Hill Pharma and Beacon Hill Technologies by visiting www.beaconhillstaffing.com.

We look forward to working with you!

Beacon Hill. Employing the Future (TM)","Place","PostalAddress","Country","US","Boston","MA","02117","GeoCoordinates","42.3422","-71.0733","Temporary Patient Experience Representative",,,,,,,"https://www.glassdoor.com/job-listing/temporary-patient-experience-representative-beacon-hill-staffing-group-JV_IC1154532_KO0,43_KE44,70.htm?jl=3548800143"
"Organization","https://media.glassdoor.com/sqll/306241/beacon-hill-staffing-group-squarelogo-1571752962243.png","Beacon Hill Staffing Group","www.beaconhillstaffing.com","2020-04-23"," Beacon Hill Staffing Group","4.5","3560325587","A pharmaceutical company in LExington has a new opening for a Contract Manager. This will be for their Lexington office, and could start remote based on timing. Duration is 6 months to start, with possibility to extend. Will pay $40-$50/hour.

OBJECTIVES:

Provides direction and oversight of critical day-to-day operational connectivity in leading, planning and execution of contracting operations for US Medical activities through the cross-functional business processes.Manage all phases of contract processing for research agreements and supporting documentation for US Medical.Improves organizational performance by aligning people, processes and tools in support of business strategies.

ACCOUNTABILITIES:

Partner with project owners to manage and prioritize agreement negotiation efforts between US Medical, functions, business partners and third parties to ensure negotiations are on track as scheduled. Assure contractual alignment with all company policies, procedures and regional laws.

Partners with the Contract Coordinator to manage assigned contracts in an effective and efficient manner for all functional areas to stay within the agreed timeline.Manage and maintain tracking of all contracts, and escalate potential issues or delays to the Business Operations and Infrastructure head.Aid in the development of operational processes to support all contracting activities.Train employees on the contracting process, policies and procedures as needed.Acts as a key liaison for daily activities with such support functions as Finance and Legal, to ensure proper compliance with US Medical finance/contracting processes.Accomplish special projects, research, reports, data and problem analysis as assigned.

EDUCATION, EXPERIENCE, KNOWLEDGE AND SKILLS:

Bachelor degree in business, management, science, or finance. Master's/MBA desired.

EXPERIENCE:

5+ years experience in at least two of the following cross-functional: operations, project management, purchasing, finance or legal.Contract negotiation and administration knowledge and experience required.Strong problem solving and process management skills. Ability to analyze process flows to identify gaps, risks and impediments and implement effective corrective action to increase efficiency and/or improve compliance. Able to communicate alternatives based on underlying drivers.Ability to balance business needs, compliance/regulatory requirements, IT system requirements, detailed business process requirements, timelines and budgets to successfully deliver value added solutions.Transferable experience related to persuasion, negotiation, and influencing skill sets essential.Customer focused, works independently toward goals and objectives of the organization. Work is checked only to the effectiveness of results obtained, typically requiring a long-term perspective.Operates effectively in a team setting as a leader, facilitator and team member.Strong communication and presentation skills, both verbal and written.

Find Us on Facebook!

Follow BeaconHillLegal on Twitter!

Beacon Hill is an Equal Opportunity Employer that values the strength diversity brings to the workplace. Individuals with Disabilities and Protected Veterans are encouraged to apply.

Company Profile:

Founded by industry leaders to set a new standard in search, career placement and flexible staffing, we deliver coordinated staffing solutions with unparalleled service, a commitment to project completion and success and a passion for innovation, creativity and continuous improvement.

Our niche brands provide direct hire, executive search, temporary staffing, contract consulting and temp/contract-to-hire solutions to emerging growth companies and the Fortune 500 across market sectors, career specialties/disciplines and industries. Over time, office locations, specialty practice areas and service offerings will be added to address ever changing constituent needs.

Learn more about Beacon Hill Staffing Group and our specialty divisions, Beacon Hill Associates, Beacon Hill Financial, Beacon Hill HR, Beacon Hill Legal, Beacon Hill Pharma and Beacon Hill Technologies by visiting www.beaconhillstaffing.com.

We look forward to working with you.

Beacon Hill. Employing the Future (TM)","Place","PostalAddress","Country","US","Lexington","MA","02421","GeoCoordinates","42.4484","-71.2338","Contract Manager",,,,,,,"https://www.glassdoor.com/job-listing/contract-manager-beacon-hill-staffing-group-JV_IC1154599_KO0,16_KE17,43.htm?jl=3560325587"
"Organization","https://media.glassdoor.com/sqll/18645/children-s-hospital-boston-squarelogo.png","Boston Children&amp;#039;s Hospital",,"2020-04-01"," Boston Children's Hospital","3.8","3437650975","Title

Clinical Assistant, Medical ICU

11-Dec-2019

Department

Patient Services-Nursing

AutoReqId

53909BR

Status

Part-Time

Standard Hours per Week

36

Job Posting Description

At Boston Children’s Hospital, success is measured in patients treated, parents comforted and teams taught. It’s in discoveries made, processes perfected, and technology advanced. In major medical breakthroughs and small acts of kindness. And in colleagues who have your back and patients who have your heart. As a teaching hospital of Harvard Medical School, our reach is global and our impact is profound. Join our acclaimed Medical ICU and discover how your talents can change lives. Yours included.

The Clinical Assistant will be responsible for:


Scheduling, receiving and/or registering patients, visitors and staff for appointments or procedures.Collecting, verifying and recording required information according to established procedures and instructions.Identifying and reporting unusual findings or changes in patient condition to Registered Nurse.Obtaining records, files and/or results for appointments and entering related information on appropriate computer systems.Answering, screening and routing telephone calls and performing general office support tasks.Assisting clinician during examinations (i.e. obtaining, measuring and recording routine information such as temperature and blood pressure, and performing other related duties according to specific needs of clinic).Transporting patients, supplies and equipment as needed.


To qualify, you must have:


1 year CA experience.A HS Diploma or equivalent.The ability to: exchange information on factual matters, schedule appointments, greet visitors, explain hospital policies and relay messages to appropriate personnel. This type of interaction requires courtesy and tact when dealing with patients, visitors and/or hospital employees.Good communication skills.The ability to work on a team.


Boston Children’s Hospital offers competitive compensation and unmatched benefits, including affordable health, vision and dental insurance, generous levels of time off, 403(b) Retirement Savings plan, Pension, Tuition Reimbursement and discounted rates on T-passes (50% off). Discover your best.

Boston Children’s Hospital is an Equal Opportunity / Affirmative Action Employer. Qualified applicants will receive consideration for employment without regard to their race, color, religion, national origin, sex, sexual orientation, gender identity, protected veteran status or disability.

Office/Site Location

Boston

Regular, Temporary, Per Diem

Regular

Boston Children's Hospital","Place","PostalAddress","Country","US","Boston","MA","02115","GeoCoordinates","42.3583","-71.0603","Clinical Assistant, Medical ICU","MonetaryAmount","USD","QuantitativeValue","37806","34853","YEAR","https://www.glassdoor.com/job-listing/clinical-assistant-medical-icu-boston-children-s-hospital-JV_IC1154532_KO0,30_KE31,57.htm?jl=3437650975"
"Organization","https://media.glassdoor.com/sqll/306241/beacon-hill-staffing-group-squarelogo-1571752962243.png","Beacon Hill Staffing Group","www.beaconhillstaffing.com","2020-04-14"," Beacon Hill Staffing Group","4.5","3552803494","Entry Level Financial Procurement Assistant

We are working with a bio-tech company in Waltham that is looking for a Procurement Assistant in their finance group. Please see below for details:

- Support analyst that are responsible for specific regional distribution with daily logistical items

- Track large purchase orders to ensure proper quantities for distribution

- Work closely with shipment to review COGS, sales orders, and volume

- Resolve discrepancies in purchase orders and distribution items

Qualified candidates must have their degree and at least an internship of relevant accounting, finance, procurement, or logistics experience.

Find Us on Facebook!!

Beacon Hill is an Equal Opportunity Employer that values the strength diversity brings to the workplace. Individuals with Disabilities and Protected Veterans are encouraged to apply.

Company Profile:

Founded by industry leaders to set a new standard in search, career placement and flexible staffing, we deliver coordinated staffing solutions with unparalleled service, a commitment to project completion and success and a passion for innovation, creativity and continuous improvement.

Our niche brands provide direct hire, executive search, temporary staffing, contract consulting and temp/contract-to-hire solutions to emerging growth companies and the Fortune 500 across market sectors, career specialties/disciplines and industries. Over time, office locations, specialty practice areas and service offerings will be added to address ever changing constituent needs.

Learn more about Beacon Hill Staffing Group and our specialty divisions, Beacon Hill Associates, Beacon Hill Financial, Beacon Hill HR, Beacon Hill Legal, Beacon Hill Pharma and Beacon Hill Technologies by visiting www.beaconhillstaffing.com.

We look forward to working with you.

Beacon Hill. Employing the Future","Place","PostalAddress","Country","US","Boston","MA","02117","GeoCoordinates","42.3422","-71.0733","Entry Level Procurement Assistant",,,,,,,"https://www.glassdoor.com/job-listing/entry-level-procurement-assistant-beacon-hill-staffing-group-JV_IC1154532_KO0,33_KE34,60.htm?jl=3552803494"
"Organization","https://media.glassdoor.com/sqll/1596396/on-site-health-and-safety-squarelogo-1497008653551.png","On-Site Health &amp;amp; Safety","www.oshshiring.com","2020-04-23"," On-Site Health & Safety","3.5","3539504736","Temp-To-Hire positions for First Responders, EMTs and MEDICS

Boston!

Due to the recent COVID-19 health crisis On-Site Health & Safety is hiring for TEMPORARY First Responder, EMT and PARAMEDIC positions.

Our communities need help. Now more than ever we are looking for first responders with all levels of experience to serve our communities and ensure that their workplaces are safe during this critical time.

Join Our Team

On-Site Health & Safety is an established 24-year company and a 24-hour provider of essential health and safety services. On-Site Field Technicians are dispatched to work sites to provide necessary services requested by our clients.

Minimum Requirements:


Must be 18 years or older

Must have reliable transportation

Must past drug screen

Pay:


Part-Time/ Full-Time Positions

Starting Pay: $15-$20/hour

Applicants must meet the minimum requirements above to apply. Individuals who receive an offer of employment from OSHS will be required to undergo drug screening and a criminal background check. OSHS offers of employment are contingent upon the successful outcome of a pre-employment background check and drug screen","Place","PostalAddress","Country","US","Boston","MA",,"GeoCoordinates","42.3583","-71.0603","Boston Needs You / First Responders EMTs and Medics Immediate Openings in the greater Boston",,,,,,,"https://www.glassdoor.com/job-listing/boston-needs-you-first-responders-emts-and-medics-immediate-openings-in-the-greater-boston-on-site-health-safety-JV_IC1154532_KO0,90_KE91,112.htm?jl=3539504736"
"Organization","https://media.glassdoor.com/sqll/306241/beacon-hill-staffing-group-squarelogo-1571752962243.png","Beacon Hill Staffing Group","www.beaconhillstaffing.com","2020-04-07"," Beacon Hill Staffing Group","4.5","3548791101","Our client, a pharmaceutical company located in Boston, is seeking an Administrative Assistant to join their team. This role will be supporting 6 Leadership team members, some at the VP level, including calendar management, managing event logistics, coordinating interactions with strategic vendors, booking travel, submitting T&E reports in Concur, assisting with onboarding of new employees, and coordinating across departments. The ideal candidate will have previous experience in a pharma setting, strong MS Office skills, and the ability to work from home, as this position will start remotely. This position can pay up to $40/hr based on experience and is slated at 6 months for now, with potential to extend as well for the right fit. Qualified candidates are encouraged to apply today!

Beacon Hill is an Equal Opportunity Employer that values the strength diversity brings to the workplace. Individuals with Disabilities and Protected Veterans are encouraged to apply.

Find Us on Facebook!

Follow Us on Twitter!

Company Profile:

Founded by industry leaders to set a new standard in search, career placement and flexible staffing, we deliver coordinated staffing solutions with unparalleled service, a commitment to project completion and success and a passion for innovation, creativity and continuous improvement.

Our niche brands provide direct hire, executive search, temporary staffing, contract consulting and temp/contract-to-hire solutions to emerging growth companies and the Fortune 500 across market sectors, career specialties/disciplines and industries. Over time, office locations, specialty practice areas and service offerings will be added to address ever changing constituent needs.

Learn more about Beacon Hill Staffing Group and our specialty divisions, Beacon Hill Associates, Beacon Hill Financial, Beacon Hill HR, Beacon Hill Legal, Beacon Hill Pharma and Beacon Hill Technologies by visiting www.beaconhillstaffing.com.

We look forward to working with you.

Beacon Hill. Employing the Future (TM)","Place","PostalAddress","Country","US","Boston","MA","02108","GeoCoordinates","42.3583","-71.0603","Temporary Administrative Assistant III",,,,,,,"https://www.glassdoor.com/job-listing/temporary-administrative-assistant-iii-beacon-hill-staffing-group-JV_IC1154532_KO0,38_KE39,65.htm?jl=3548791101"
"Organization","https://media.glassdoor.com/sqll/18645/children-s-hospital-boston-squarelogo.png","Boston Children&amp;#039;s Hospital",,"2020-04-22"," Boston Children's Hospital","3.8","3408786747","Title

Healthcare Data Analyst I-DACCI

26-Mar-2020

Department

Network Development & Strategic Partnerships

AutoReqId

53550BR

Status

Full-Time

Standard Hours per Week

40

Job Posting Description

At Boston Children’s Hospital, success is measured in patients treated, parents comforted and teams taught. It’s in discoveries made, processes perfected, and technology advanced. In major medical breakthroughs and small acts of kindness. And in colleagues who have your back and patients who have your heart. As a teaching hospital of Harvard Medical School, our reach is global and our impact is profound. Join our acclaimed Department of Accountable Care and Clinical Integration and discover how your talents can change lives. Yours included.

You’ll be joining a team focused on the implementation of innovative pediatric payment models and clinical integration to measurably improve the care of our patients and the experience of the providers who care for them. We work with Boston Children’s Hospital (BCH), the Physicians Organizations (PO), the Pediatric Physicians Organization at Children’s (PPOC), and other primary care partners. Our ultimate goal is to develop, launch, and formalize integration and shared clinical programming in order to optimize clinical outcomes for the children we serve.

This Healthcare Data Analyst will be responsible for:Working with the DACCI, (Department of Accountable Care and Clinical Integration), analytic team, management, and key business contacts in the development and delivery of analyses and standardized reports by gathering requirements, analyzing data, and presenting the data in a logical manner.Providing data and analytic support for aggregation of healthcare data into information to support departmental needs related to the negotiation, implementation and ongoing maintenance of healthcare contracts with respect to risk and other alternative payment arrangements, population health management, and clinically integrated care.Functioning independently within a fast-paced environment, and collaborating with clinical and administrative staff to ensure that analyses and reports are timely, accurate, meaningful, and interpretable.



To qualify, you must have:1-2 years of experience working with tools to access data and conduct and maintain analyses and reports or a related advanced degreeWorking knowledge of claims data and risk arrangement methodology is preferred.


​

Boston Children’s Hospital offers competitive compensation and unmatched benefits, including a flexible schedule, affordable health, vision and dental insurance, generous levels of time off, 403(b) Retirement Savings plan, Pension, Tuition Reimbursement, cell phone plan discounts and discounted rates on T-passes (50% off). Discover your best.

Boston Children’s Hospital is an Equal Opportunity / Affirmative Action Employer. Qualified applicants will receive consideration for employment without regard to their race, color, religion, national origin, sex, sexual orientation, gender identity, protected veteran status or disability.

Office/Site Location

Boston

Regular, Temporary, Per Diem

Regular

Boston Children's Hospital","Place","PostalAddress","Country","US","Boston","MA","02115","GeoCoordinates","42.3583","-71.0603","Healthcare Data Analyst I-DACCI","MonetaryAmount","USD","QuantitativeValue","55228","42416","YEAR","https://www.glassdoor.com/job-listing/healthcare-data-analyst-i-dacci-boston-children-s-hospital-JV_IC1154532_KO0,31_KE32,58.htm?jl=3408786747"
"Organization","https://media.glassdoor.com/sqll/234069/man-investments-squarelogo-1498544012767.png","Man Group","www.man.com","2020-04-20"," Man Group","3.6","3557575601","Purpose of the role

The Portfolio Analyst role spans a broad spectrum of research, investment, and technical tasks. The successful candidate for this highly competitive position will work closely with a team of Portfolio Managers and other talented Portfolio Analysts to implement Numeric's investment strategies. This involves both validating the inputs to our models as well as the output from the quantitative signals used to make buy/sell decisions. The Portfolio Analyst will also monitor portfolio risk and country/sector exposures, analyze portfolio returns, and conduct analysis for client communications. In addition to the

day-to-day implementation of Numeric's strategies, successful candidates will have the opportunity to contribute to research projects in conjunction with Numeric's central research team.

Specific responsibilities

Work with Portfolio Managers to validate the inputs and outputs of our investment signals and assist with the day to day management of the portfolioAnalyze the output of our portfolio construction process to ensure the integrity of our investment philosophy Assist research and portfolio management teams with enhancing existing signals and creating new signalsWork with large data sets and liaise with outside data vendors to identify data quality issues Design tools for evaluating portfolio implementation and performanceConduct analysis for client communication and presentations

Key competencies

Minimum of undergraduate coursework in finance, mathematics, statistics, computer science, economics or accounting.Previous coding experience in Python, Matlab or R necessary0-3 years of quantitative analysis experience preferredSolid understanding of accounting and financial statement analysisStrong programming and statistical analysis skillsStrong work ethic and flexible work scheduleDetail oriented, good communication skills and a collaborative personalityStrong sense of integrity

About Man Numeric

Man Numeric employs systematic security-selection processes that are underpinned by a bottom-up, fundamental approach, offering both long only and alternative strategies. The team’s highly experienced professionals operate collaboratively, distilling their analytical and investment expertise into systematic processes which are applied across regions, styles, and capitalisations.

Man Numeric has a strong history in public equities, focusing on bottom-up stock selection processes based on fundamental, causal market relationships and reinforced by continuous research. Its approach seeks to capitalise on temporary market inefficiencies, with models that look to identify mispricing opportunities. Furthermore, the engine seeks to innovate continually and research new areas and opportunities. Man Numeric has significant capabilities in systematic responsible investing, with around half of its assets managed employing some form of sustainability screen.

Founded in 1989 and becoming part of Man Group in 2014, Man Numeric’s funds under management were $35.9 billion at 31 December 2019. Further information can be found at www.man.com/numeric.

Work-Life Balance and Benefits at Man

Man Group is proud to provide the best working environment possible for all of its employees, and we are committed to equality of opportunity. At Man Group we believe that a diverse workforce is a critical factor in the success of our business, and this is embedded in our culture and values. We run a number of external and internal initiatives, partnerships and programmes that help us to attract and develop talent from diverse backgrounds and encourage diversity and inclusion across our firm and industry. https://www.man.com/diversity. Man Group is also a Signatory of the Women in Finance Charter.

Man Group supports many charities, and global initiatives. We support professional training and development, and requests for flexible or part-time working. Employees are also offered two 'Mankind' days of paid leave per year as part of the Man Charitable Trust's community volunteering programme.

We offer comprehensive, firm-wide employee benefits including competitive holiday entitlements, pension/401k, life and long-term disability coverage, group sick pay, enhanced parental leave and long-service leave. Additional benefits are tailored to local markets and may include private medical coverage, discounted gym membership and wellbeing programmes.","Place","PostalAddress","Country","US","Boston","MA",,"GeoCoordinates","42.3583","-71.0603","Portfolio Analyst","MonetaryAmount","USD","QuantitativeValue","71736","38677","YEAR","https://www.glassdoor.com/job-listing/portfolio-analyst-man-group-JV_IC1154532_KO0,17_KE18,27.htm?jl=3557575601"
"Organization","https://media.glassdoor.com/sqll/306241/beacon-hill-staffing-group-squarelogo-1571752962243.png","Beacon Hill Staffing Group","www.beaconhillstaffing.com","2020-04-18"," Beacon Hill Staffing Group","4.5","3556013295","Administrative Assistant to 75k-Exciting Opportunity in Finance!

An established and successful financial firm is currently seeking an Administrative Assistant to help support the team! In this role, you will be responsible for supporting a team of five; maintaining and updating complex calendars; coordinating international and domestic travel logistics; planning logistics for internal and external meetings and events; answering and responding to calls, emails, and additional correspondence; and providing additional daily support as needed. The qualified Assistant must have a Bachelor degree and industry knowledge; is detail-oriented, organized, and can keep others on track to meet deadlines; and must have superior skills in Microsoft Office suite. This is a wonderful opportunity to join one of Boston's premier firms, excellent benefits including bonus!

Beacon Hill is an Equal Opportunity Employer that values the strength diversity brings to the workplace. Individuals with Disabilities and Protected Veterans are encouraged to apply.

Find Us on Facebook!

Follow Us on Twitter!

Company Profile:

Founded by industry leaders to set a new standard in search, career placement and flexible staffing, we deliver coordinated staffing solutions with unparalleled service, a commitment to project completion and success and a passion for innovation, creativity and continuous improvement.

Our niche brands provide direct hire, executive search, temporary staffing, contract consulting and temp/contract-to-hire solutions to emerging growth companies and the Fortune 500 across market sectors, career specialties/disciplines and industries. Over time, office locations, specialty practice areas and service offerings will be added to address ever changing constituent needs.

Learn more about Beacon Hill Staffing Group and our specialty divisions, Beacon Hill Associates, Beacon Hill Financial, Beacon Hill HR, Beacon Hill Legal, Beacon Hill Pharma and Beacon Hill Technologies by visiting www.beaconhillstaffing.com.

We look forward to working with you.

Beacon Hill. Employing the Future (TM)","Place","PostalAddress","Country","US","Boston","MA","02108","GeoCoordinates","42.3583","-71.0603","Administrative Assistant",,,,,,,"https://www.glassdoor.com/job-listing/administrative-assistant-beacon-hill-staffing-group-JV_IC1154532_KO0,24_KE25,51.htm?jl=3556013295"
"Organization","https://media.glassdoor.com/sqll/3179058/tridentcare-squarelogo-1578078827292.png","TridentCare","www.tridentcare.com","2020-04-07"," TridentCare","3.1","3548828999","Company: TridentCare

Hate being stuck in an office all day? Come drive for TridentCare! No commercial driver's license necessary! Just a valid Basic (Class D) Driver's license is required!

TridentCare is seeking a courier to perform the safe and timely delivery and pick-up of specimens, supplies and reports. Couriers are provided with a company vehicle to be picked up at the beginning of their shift in one of our locations. No commercial driver's license classification is necessary.

POSITION SUMMARY

The Courier is responsible for the safe and timely delivery and pick up of specimens, supplies and reports.

Essential Position Duties

¨ Delivers and picks up specimens as directed in a manner consistent with CLIA and OSHA standards and company policy.

¨ Delivers supplies and/or literature as needed by clients.

¨ Answers pages in a timely manner.

¨ Ensures proper, secure stabilization of sensitive specimens during transportation in accordance with CLIA regulations and company policy.

¨ Notifies supervisor and/or dispatch in a timely manner of any problems with equipment or vehicles.

¨ Operates vehicle in a safe manner in accordance with company policy and state regulations.

¨ Reports accidents, injuries and safety risks promptly.

¨ Adheres to TridentCare company dress code.

¨ Meets company attendance standards and reports to work on time.

¨ Identifies and pursues self improvement needs.

¨ Seeks coaching/mentoring when appropriate.

¨ Performs other duties, including cleaning of company vehicles, as assigned

Compliance Responsibilities

¨ Complies with applicable legal requirements, standards, and procedures including, but not limited to, those within the Compliance Process and Code of Conduct.

¨ Participates in required orientation, Compliance and HIPAA training programs.

¨ Cooperates with monitoring and audit functions and investigations.

¨ Participates, as requested, in process improvement responsibilities.

POSITION QUALIFICATIONS

Core Competencies/Skill Sets

¨ Demonstrates good verbal and written communication skills.

¨ Interacts effectively with employees, managers and clients.

¨ Open to feedback from others.

Professional Experience/Educational Requirements

¨ High School diploma or GED certificate.

¨ At least two years of driving experience.

¨ Acceptable driving record according to the standards set by the U.S. Laboratories policy.

Certification/Licensure

¨ Valid driver’s license.

Working Conditions and Physical Requirements

The employee is required to have visual and hearing acuity (with or without the aid of mechanical devices) sufficient to perform the essential duties of the position.

Shift: Full Time / Temporary / Permanent

10:30a.m.- 6:00p.m. Monday-Friday, every other Saturday and Sunday, rotating holidays.","Place","PostalAddress","Country","US","Chelmsford","MA",,"GeoCoordinates","42.5997","-71.3678","Courier","MonetaryAmount","USD","QuantitativeValue","36082","31929","YEAR","https://www.glassdoor.com/job-listing/courier-tridentcare-JV_IC1154550_KO0,7_KE8,19.htm?jl=3548828999"
"Organization","https://media.glassdoor.com/sqll/794271/kennison-and-associates-squarelogo-1526467215588.png","Kennison &amp;amp; Associates",,"2020-04-22"," Kennison & Associates","3.7","3503688266","Summary

Private equity firm has an opening for an experienced Administrative Assistant to fill a temporary position.

Responsibilities for the Administrative Assistant


Prepare/process heavy volume expense reports
Update AIM database, CRM, and Excel spreadsheet lists
Print/bind/distribute presentations
Manage conference rooms, including set up and clean up
Handle kitchen supply inventory
Assist with special projects when necessary

Requirements for the Administrative Assistant


Bachelor’s degree
Expense report processing experience
CRM management necessary
Investment ops experience preferred

Compensation for the Administrative Assistant


Hourly salary up to $18.00 per hour

Reference code: K13642A","Place","PostalAddress","Country","US","Boston","MA","02109","GeoCoordinates","42.3583","-71.0603","Administrative Assistant- TEMP! – up to $18/hr.","MonetaryAmount","USD","QuantitativeValue","32091","31187","YEAR","https://www.glassdoor.com/job-listing/administrative-assistant-temp-up-to-18-hr-kennison-associates-JV_IC1154532_KO0,41_KE42,61.htm?jl=3503688266"
"Organization","https://media.glassdoor.com/sqll/18645/children-s-hospital-boston-squarelogo.png","Boston Children&amp;#039;s Hospital",,"2020-04-21"," Boston Children's Hospital","3.8","3537811487","Title

Research Data Coordinator

06-Apr-2020

Department

Informatics

AutoReqId

55010BR

Status

Full-Time

Standard Hours per Week

40

Job Posting DescriptionAt Boston Children’s Hospital, success is measured in patients treated, parents comforted and teams taught. It’s in discoveries made, processes perfected, and technology advanced. In major medical breakthroughs and small acts of kindness. And in colleagues who have your back and patients who have your heart. As the teaching hospital of Harvard Medical School, our reach is global and our impact is profound. Join our acclaimed research team and discover how your talents can change lives. Yours included.

The Research Data Coordinator will be responsible for:

Providing basic data coordination and data entry services for studies supported by the Clinical Research Program.Supporting clinical research reporting for data review, quality control checks, and/or interim and final analysis.Contributing to the development of databases and data management standards and serving as an internal resource on data coordination procedures.Providing administrative and technical support to CRP faculty for development of educational tools and training materials for CRP project and data management curricula.Providing positive and effective customer service and contributing to teamwork within and between departments, divisions, programs and other organizations.Ensuring work in the CRP is performed in conformance with established hospital, program, federal, and state policies and procedures.


To qualify, you must have:


Basic knowledge of medical, mathematical and technical principles typically acquired through completion of a Bachelor's degree in the health sciences, mathematics or related field.Knowledge of basic data management software (e.g. SPSS, MS, Excel).Critical attention to detail and accuracy.

Boston Children’s Hospital offers competitive compensation and unmatched benefits, including affordable health, vision and dental insurance, generous levels of time off, 403(b) Retirement Savings plan, Pension, Tuition Reimbursement, and

discounted rates on T-passes (50% off). Discover your best.

Boston Children’s Hospital is an Equal Opportunity / Affirmative Action Employer. Qualified applicants will receive consideration for employment without regard to their race, color, religion, national origin, sex, sexual orientation, gender identity, protected veteran status or disability.Office/Site Location

Boston

Regular, Temporary, Per Diem

Regular

Boston Children's Hospital","Place","PostalAddress","Country","US","Boston","MA","02115","GeoCoordinates","42.3583","-71.0603","Research Data Coordinator","MonetaryAmount","USD","QuantitativeValue","44034","14722","YEAR","https://www.glassdoor.com/job-listing/research-data-coordinator-boston-children-s-hospital-JV_IC1154532_KO0,25_KE26,52.htm?jl=3537811487"
